74	64	wallfont
32	1	1	26	-2	0	0	28	64
33	201	145	20	55	0	5	20	64
39	163	325	23	28	0	36	23	64
44	478	331	23	28	0	-7	23	96
45	64	376	34	15	0	20	34	64
46	24	154	19	16	0	5	19	64
47	163	373	29	56	0	4	29	64
48	237	314	42	57	0	3	42	64
49	1	201	46	57	0	3	46	64
50	385	144	50	55	0	4	50	64
51	47	317	41	56	0	4	41	64
52	49	260	45	55	0	4	45	64
53	90	319	40	55	0	4	40	64
54	49	201	46	57	0	3	46	64
55	327	316	43	54	0	5	43	64
56	1	316	44	54	0	5	44	64
57	372	322	40	55	0	4	40	64
58	1	154	21	38	0	5	21	64
60	194	373	28	56	0	4	28	56
62	224	373	28	56	0	4	28	56
63	145	203	42	62	0	4	42	96
64	341	73	56	57	0	4	56	64
65	117	74	56	56	0	4	56	64
66	96	261	44	56	0	4	44	64
67	385	264	44	56	0	4	44	64
68	151	145	48	56	0	4	48	64
69	188	317	42	54	0	5	42	64
70	454	367	38	54	0	5	38	64
71	97	202	46	57	0	3	46	64
72	431	311	45	54	0	5	45	64
73	487	197	20	54	0	5	20	64
74	414	367	38	56	0	4	38	64
75	1	260	46	54	0	5	46	64
76	142	267	44	56	0	4	44	64
77	437	197	48	56	0	4	48	64
78	289	259	46	55	0	4	46	64
79	337	259	46	55	0	4	46	64
80	223	144	49	57	0	3	49	64
81	189	259	46	56	0	4	46	64
82	281	141	50	57	0	3	50	64
83	281	316	44	54	0	5	44	64
84	45	145	50	54	0	5	50	64
85	189	203	48	54	0	5	48	64
86	324	203	48	54	0	5	48	64
87	447	141	52	54	0	5	52	64
88	431	255	48	54	0	5	48	64
89	274	200	48	56	0	4	48	64
90	239	258	48	54	0	5	48	64
91	481	255	29	74	0	-4	29	96
92	1	372	32	57	0	4	32	64
93	132	325	29	74	0	-6	29	96
96	316	372	30	55	1	5	32	64
126	1	1	56	79	0	-2	56	96
192	117	1	56	71	0	4	56	96
193	175	1	56	70	0	4	56	96
194	233	1	56	69	0	4	56	96
196	291	1	56	68	0	4	56	96
197	59	1	56	73	0	4	56	96
199	385	201	44	61	0	-1	44	96
200	1	82	42	70	0	5	42	96
201	341	132	42	69	0	5	42	96
202	107	132	42	68	0	5	42	96
204	239	203	27	53	0	5	27	64
205	35	375	27	52	0	5	27	64
206	281	372	33	55	0	5	33	96
209	399	72	46	70	0	4	46	96
210	175	73	46	70	0	4	46	96
211	233	72	46	70	0	4	46	96
212	59	76	46	67	0	4	46	96
214	449	1	48	68	0	4	48	96
217	349	1	48	70	0	5	48	96
218	399	1	48	69	0	5	48	96
219	449	71	48	68	0	5	48	96
220	291	71	48	68	0	4	48	96
