24	0	effects
1	131	1	64	64	0	0	64	64
2	197	1	64	64	0	0	64	64
3	263	1	64	64	0	0	64	64
4	329	1	64	64	0	0	64	64
5	395	1	64	64	0	0	64	64
6	131	67	64	64	0	0	64	64
7	197	67	64	64	0	0	64	64
8	263	67	64	64	0	0	64	64
9	329	67	64	64	0	0	64	64
10	1	1	128	128	0	0	128	128
11	395	67	64	64	0	0	64	64
12	1	131	64	64	0	0	64	64
13	67	133	64	64	0	0	64	64
14	133	133	64	64	0	0	64	64
15	199	133	64	64	0	0	64	64
16	265	133	64	64	0	0	64	64
17	331	133	64	64	0	0	64	64
18	397	133	64	64	0	0	64	64
19	1	197	64	64	0	0	64	64
20	67	199	64	64	0	0	64	64
21	133	199	64	64	0	0	64	64
22	199	199	64	64	0	0	64	64
23	265	199	64	64	0	0	64	64
24	331	199	64	64	0	0	64	64
